accidente_tipo_1,accidente_tipo_2,mes,anio,numero_accidentes,numero_heridos,numero_muertes
auto_humano,cruzando,febrero,2010,1611.0,1621.0,90.0
auto_humano,cruzando,febrero,2011,1351.0,1378.0,69.0
auto_humano,cruzando,febrero,2012,1489.0,1503.0,84.0
auto_humano,cruzando,febrero,2013,1186.0,1188.0,62.0
auto_humano,cruzando,febrero,2014,1220.0,1241.0,64.0
auto_humano,cruzando,febrero,2015,1410.0,1454.0,58.0
auto_humano,cruzando,febrero,2016,2048.0,2077.0,91.0
auto_humano,cruzando,febrero,2017,2307.0,2369.0,90.0
auto_humano,cruzando,febrero,2018,1511.0,1533.0,62.0
auto_humano,cruzando,febrero,2019,1201.0,1232.0,40.0
auto_humano,cruzando,febrero,2020,1163.0,1186.0,37.0
auto_humano,cruzando,febrero,2021,945.0,980.0,27.0
auto_humano,cruzando,marzo,2005,1833.0,1813.0,108.0
auto_humano,cruzando,marzo,2006,1861.0,1879.0,98.0
auto_humano,cruzando,marzo,2007,1907.0,1928.0,100.0
auto_humano,cruzando,marzo,2008,1864.0,1904.0,100.0
auto_humano,cruzando,marzo,2009,2028.0,2072.0,94.0
auto_humano,cruzando,marzo,2010,1826.0,1868.0,73.0
auto_humano,cruzando,marzo,2011,1642.0,1692.0,69.0
auto_humano,cruzando,marzo,2012,1759.0,1814.0,95.0
auto_humano,cruzando,marzo,2013,1566.0,1586.0,80.0
auto_humano,cruzando,marzo,2014,1547.0,1625.0,56.0
auto_humano,cruzando,marzo,2015,1724.0,1766.0,79.0
auto_humano,cruzando,marzo,2016,2140.0,2192.0,77.0
auto_humano,cruzando,marzo,2017,2545.0,2624.0,70.0
auto_humano,cruzando,marzo,2018,1599.0,1629.0,76.0
auto_humano,cruzando,marzo,2019,1453.0,1506.0,47.0
auto_humano,cruzando,marzo,2020,884.0,903.0,34.0
auto_humano,cruzando,marzo,2021,1060.0,1074.0,36.0
auto_humano,cruzando,abril,2005,1873.0,1890.0,94.0
auto_humano,cruzando,abril,2006,2029.0,2055.0,96.0
auto_humano,cruzando,abril,2007,1994.0,2053.0,88.0
auto_humano,cruzando,abril,2008,1929.0,1955.0,96.0
auto_humano,cruzando,abril,2009,1886.0,1931.0,75.0
auto_humano,cruzando,abril,2010,1814.0,1837.0,74.0
auto_humano,cruzando,abril,2011,1771.0,1795.0,87.0
auto_humano,cruzando,abril,2012,1754.0,1797.0,75.0
auto_humano,cruzando,abril,2013,1509.0,1562.0,63.0
auto_humano,cruzando,abril,2014,1521.0,1564.0,64.0
auto_humano,cruzando,abril,2015,1746.0,1805.0,63.0
auto_humano,cruzando,abril,2016,2317.0,2395.0,91.0
auto_humano,cruzando,abril,2017,2521.0,2614.0,67.0
auto_humano,cruzando,abril,2018,1544.0,1578.0,62.0
auto_humano,cruzando,abril,2019,1604.0,1634.0,55.0
auto_humano,cruzando,abril,2020,939.0,956.0,39.0
auto_humano,cruzando,abril,2021,1117.0,1162.0,31.0
auto_humano,cruzando,mayo,2005,2042.0,2072.0,116.0
auto_humano,cruzando,mayo,2006,2179.0,2210.0,110.0
auto_humano,cruzando,mayo,2007,2069.0,2081.0,106.0
auto_humano,cruzando,mayo,2008,1983.0,2021.0,86.0
auto_humano,cruzando,mayo,2009,2007.0,2048.0,93.0
auto_humano,cruzando,mayo,2010,1986.0,2025.0,84.0
auto_humano,cruzando,mayo,2011,1856.0,1923.0,75.0
auto_humano,cruzando,mayo,2012,1694.0,1729.0,62.0
auto_humano,cruzando,mayo,2013,1672.0,1709.0,69.0
auto_humano,cruzando,mayo,2014,1568.0,1606.0,58.0
auto_humano,cruzando,mayo,2015,1787.0,1854.0,66.0
auto_humano,cruzando,mayo,2016,2321.0,2409.0,74.0
auto_humano,cruzando,mayo,2017,2527.0,2598.0,78.0
auto_humano,cruzando,mayo,2018,1495.0,1573.0,46.0
auto_humano,cruzando,mayo,2019,1516.0,1551.0,61.0
auto_humano,cruzando,mayo,2020,1100.0,1143.0,34.0
auto_humano,cruzando,mayo,2021,1091.0,1128.0,39.0
auto_humano,cruzando,junio,2005,1780.0,1794.0,75.0
auto_humano,cruzando,junio,2006,1912.0,1929.0,85.0
auto_humano,cruzando,junio,2007,1971.0,1969.0,121.0
auto_humano,cruzando,junio,2008,1960.0,2017.0,70.0
auto_humano,cruzando,junio,2009,1874.0,1930.0,74.0
auto_humano,cruzando,junio,2010,1826.0,1862.0,75.0
auto_humano,cruzando,junio,2011,1639.0,1664.0,65.0
auto_humano,cruzando,junio,2012,1520.0,1566.0,63.0
auto_humano,cruzando,junio,2013,1385.0,1396.0,77.0
auto_humano,cruzando,junio,2014,1294.0,1319.0,55.0
auto_humano,cruzando,junio,2015,1431.0,1472.0,51.0
auto_humano,cruzando,junio,2016,2056.0,2142.0,56.0
auto_humano,cruzando,junio,2017,2240.0,2323.0,65.0
auto_humano,cruzando,junio,2018,1357.0,1406.0,37.0
auto_humano,cruzando,junio,2019,1364.0,1403.0,44.0
auto_humano,cruzando,junio,2020,1109.0,1144.0,46.0
auto_humano,cruzando,junio,2021,1000.0,1024.0,23.0
auto_humano,cruzando,julio,2005,1681.0,1715.0,67.0
auto_humano,cruzando,julio,2006,1933.0,1974.0,85.0
auto_humano,cruzando,julio,2007,1813.0,1859.0,79.0
auto_humano,cruzando,julio,2008,1925.0,1958.0,86.0
auto_humano,cruzando,julio,2009,1911.0,1968.0,84.0
auto_humano,cruzando,julio,2010,1759.0,1818.0,73.0
auto_humano,cruzando,julio,2011,1637.0,1680.0,66.0
auto_humano,cruzando,julio,2012,1559.0,1585.0,65.0
auto_humano,cruzando,julio,2013,1420.0,1458.0,63.0
auto_humano,cruzando,julio,2014,1378.0,1399.0,66.0
auto_humano,cruzando,julio,2015,1462.0,1492.0,59.0
auto_humano,cruzando,julio,2016,2047.0,2101.0,69.0
auto_humano,cruzando,julio,2017,2183.0,2241.0,82.0
auto_humano,cruzando,julio,2018,1332.0,1360.0,54.0
auto_humano,cruzando,julio,2019,1399.0,1450.0,36.0
auto_humano,cruzando,julio,2020,1096.0,1154.0,37.0
auto_humano,cruzando,julio,2021,944.0,983.0,35.0
auto_humano,cruzando,agosto,2005,1566.0,1577.0,85.0
auto_humano,cruzando,agosto,2006,1770.0,1747.0,116.0
auto_humano,cruzando,agosto,2007,1610.0,1626.0,76.0
auto_humano,cruzando,agosto,2008,1746.0,1782.0,76.0
auto_humano,cruzando,agosto,2009,1802.0,1823.0,79.0
auto_humano,cruzando,agosto,2010,1661.0,1673.0,73.0
auto_humano,cruzando,agosto,2011,1415.0,1416.0,83.0
auto_humano,cruzando,agosto,2012,1450.0,1492.0,65.0
auto_humano,cruzando,agosto,2013,1318.0,1347.0,49.0
auto_humano,cruzando,agosto,2014,1347.0,1369.0,66.0
auto_humano,cruzando,agosto,2015,1419.0,1450.0,64.0
auto_humano,cruzando,agosto,2016,1863.0,1892.0,73.0
auto_humano,cruzando,agosto,2017,1833.0,1875.0,65.0
auto_humano,cruzando,agosto,2018,1373.0,1396.0,69.0
auto_humano,cruzando,agosto,2019,1372.0,1416.0,48.0
auto_humano,cruzando,agosto,2020,1028.0,1066.0,49.0
auto_humano,cruzando,agosto,2021,951.0,976.0,35.0
auto_humano,cruzando,septiembre,2005,1790.0,1779.0,112.0
auto_humano,cruzando,septiembre,2006,2029.0,2026.0,139.0
auto_humano,cruzando,septiembre,2007,1975.0,1985.0,115.0
auto_humano,cruzando,septiembre,2008,1924.0,1938.0,108.0
auto_humano,cruzando,septiembre,2009,2058.0,2089.0,102.0
auto_humano,cruzando,septiembre,2010,1806.0,1819.0,98.0
auto_humano,cruzando,septiembre,2011,1675.0,1685.0,87.0
auto_humano,cruzando,septiembre,2012,1570.0,1607.0,81.0
auto_humano,cruzando,septiembre,2013,1451.0,1472.0,82.0
auto_humano,cruzando,septiembre,2014,1361.0,1365.0,67.0
auto_humano,cruzando,septiembre,2015,1684.0,1711.0,71.0
auto_humano,cruzando,septiembre,2016,2053.0,2095.0,101.0
auto_humano,cruzando,septiembre,2017,1655.0,1693.0,75.0
auto_humano,cruzando,septiembre,2018,1504.0,1527.0,71.0
auto_humano,cruzando,septiembre,2019,1516.0,1569.0,63.0
auto_humano,cruzando,septiembre,2020,1065.0,1097.0,58.0
auto_humano,cruzando,septiembre,2021,1042.0,1062.0,39.0
auto_humano,cruzando,octubre,2005,1900.0,1850.0,159.0
auto_humano,cruzando,octubre,2006,2008.0,2001.0,140.0
auto_humano,cruzando,octubre,2007,2044.0,2051.0,138.0
auto_humano,cruzando,octubre,2008,2193.0,2206.0,131.0
auto_humano,cruzando,octubre,2009,2084.0,2098.0,132.0
auto_humano,cruzando,octubre,2010,2063.0,2088.0,117.0
auto_humano,cruzando,octubre,2011,1817.0,1846.0,104.0
auto_humano,cruzando,octubre,2012,1713.0,1711.0,104.0
auto_humano,cruzando,octubre,2013,1648.0,1651.0,103.0
auto_humano,cruzando,octubre,2014,1608.0,1633.0,108.0
auto_humano,cruzando,octubre,2015,1787.0,1813.0,95.0
auto_humano,cruzando,octubre,2016,2472.0,2518.0,123.0
auto_humano,cruzando,octubre,2017,1622.0,1650.0,91.0
auto_humano,cruzando,octubre,2018,1741.0,1747.0,89.0
auto_humano,cruzando,octubre,2019,1716.0,1750.0,67.0
auto_humano,cruzando,octubre,2020,1159.0,1194.0,41.0
auto_humano,cruzando,octubre,2021,1163.0,1192.0,61.0
auto_humano,cruzando,noviembre,2005,1833.0,1809.0,143.0
auto_humano,cruzando,noviembre,2006,2160.0,2142.0,169.0
auto_humano,cruzando,noviembre,2007,1975.0,2008.0,121.0
auto_humano,cruzando,noviembre,2008,2059.0,2085.0,105.0
auto_humano,cruzando,noviembre,2009,1953.0,1984.0,108.0
auto_humano,cruzando,noviembre,2010,1948.0,1975.0,109.0
auto_humano,cruzando,noviembre,2011,1886.0,1898.0,114.0
auto_humano,cruzando,noviembre,2012,1871.0,1887.0,113.0
auto_humano,cruzando,noviembre,2013,1819.0,1865.0,96.0
auto_humano,cruzando,noviembre,2014,1593.0,1578.0,107.0
auto_humano,cruzando,noviembre,2015,2619.0,2672.0,112.0
auto_humano,cruzando,noviembre,2016,2582.0,2608.0,119.0
auto_humano,cruzando,noviembre,2017,1749.0,1752.0,91.0
auto_humano,cruzando,noviembre,2018,1622.0,1680.0,56.0
auto_humano,cruzando,noviembre,2019,1798.0,1835.0,64.0
auto_humano,cruzando,noviembre,2020,1149.0,1205.0,42.0
auto_humano,cruzando,noviembre,2021,1267.0,1303.0,41.0
auto_humano,cruzando,diciembre,2005,1801.0,1774.0,148.0
auto_humano,cruzando,diciembre,2006,1952.0,1922.0,161.0
auto_humano,cruzando,diciembre,2007,1842.0,1840.0,145.0
auto_humano,cruzando,diciembre,2008,2094.0,2106.0,124.0
auto_humano,cruzando,diciembre,2009,2018.0,2027.0,117.0
auto_humano,cruzando,diciembre,2010,1879.0,1893.0,103.0
auto_humano,cruzando,diciembre,2011,1844.0,1845.0,111.0
auto_humano,cruzando,diciembre,2012,1605.0,1640.0,89.0
auto_humano,cruzando,diciembre,2013,1677.0,1703.0,94.0
auto_humano,cruzando,diciembre,2014,1737.0,1779.0,91.0
auto_humano,cruzando,diciembre,2015,3151.0,3196.0,136.0
auto_humano,cruzando,diciembre,2016,2646.0,2687.0,122.0
auto_humano,cruzando,diciembre,2017,1766.0,1797.0,79.0
auto_humano,cruzando,diciembre,2018,1645.0,1659.0,84.0
auto_humano,cruzando,diciembre,2019,1630.0,1679.0,58.0
auto_humano,cruzando,diciembre,2020,1012.0,1024.0,41.0
auto_humano,cruzando,diciembre,2021,1170.0,1201.0,45.0
auto_humano,en_calzada,total,2005,5162.0,5163.0,296.0
auto_humano,en_calzada,total,2006,6226.0,6222.0,336.0
auto_humano,en_calzada,total,2007,6439.0,6527.0,337.0
auto_humano,en_calzada,total,2008,6980.0,7054.0,318.0
auto_humano,en_calzada,total,2009,6841.0,6904.0,310.0
auto_humano,en_calzada,total,2010,5591.0,5590.0,263.0
auto_humano,en_calzada,total,2011,4585.0,4617.0,212.0
auto_humano,en_calzada,total,2012,3904.0,3964.0,174.0
auto_humano,en_calzada,total,2013,3335.0,3339.0,162.0
auto_humano,en_calzada,total,2014,3059.0,3061.0,146.0
auto_humano,en_calzada,total,2015,4377.0,4423.0,183.0
auto_humano,en_calzada,total,2016,3622.0,3653.0,146.0
auto_humano,en_calzada,total,2017,3747.0,3714.0,193.0
auto_humano,en_calzada,total,2018,4742.0,4739.0,205.0
auto_humano,en_calzada,total,2019,4765.0,4764.0,180.0
auto_humano,en_calzada,total,2020,3702.0,3654.0,195.0
auto_humano,en_calzada,total,2021,3628.0,3628.0,146.0
auto_humano,en_calzada,enero,2005,454.0,452.0,23.0
auto_humano,en_calzada,enero,2006,442.0,443.0,26.0
auto_humano,en_calzada,enero,2007,483.0,471.0,40.0
auto_humano,en_calzada,enero,2008,463.0,466.0,26.0
auto_humano,en_calzada,enero,2009,458.0,466.0,19.0
auto_humano,en_calzada,enero,2010,441.0,428.0,36.0
auto_humano,en_calzada,enero,2011,419.0,411.0,30.0
auto_humano,en_calzada,enero,2012,369.0,373.0,14.0
auto_humano,en_calzada,enero,2013,276.0,265.0,23.0
auto_humano,en_calzada,enero,2014,242.0,234.0,18.0
auto_humano,en_calzada,enero,2015,396.0,393.0,20.0
auto_humano,en_calzada,enero,2016,312.0,318.0,9.0
auto_humano,en_calzada,enero,2017,259.0,255.0,13.0
auto_humano,en_calzada,enero,2018,407.0,410.0,19.0
auto_humano,en_calzada,enero,2019,353.0,348.0,16.0
auto_humano,en_calzada,enero,2020,382.0,382.0,18.0
auto_humano,en_calzada,enero,2021,249.0,249.0,10.0
auto_humano,en_calzada,febrero,2005,405.0,404.0,25.0
auto_humano,en_calzada,febrero,2006,417.0,416.0,29.0
auto_humano,en_calzada,febrero,2007,511.0,513.0,24.0
auto_humano,en_calzada,febrero,2008,437.0,432.0,24.0
auto_humano,en_calzada,febrero,2009,525.0,523.0,27.0
auto_humano,en_calzada,febrero,2010,426.0,419.0,26.0
auto_humano,en_calzada,febrero,2011,346.0,352.0,17.0
auto_humano,en_calzada,febrero,2012,293.0,301.0,11.0
auto_humano,en_calzada,febrero,2013,269.0,267.0,10.0
auto_humano,en_calzada,febrero,2014,213.0,212.0,9.0
auto_humano,en_calzada,febrero,2015,348.0,352.0,13.0
auto_humano,en_calzada,febrero,2016,302.0,305.0,11.0
auto_humano,en_calzada,febrero,2017,216.0,215.0,11.0
auto_humano,en_calzada,febrero,2018,379.0,376.0,13.0
auto_humano,en_calzada,febrero,2019,329.0,324.0,11.0
auto_humano,en_calzada,febrero,2020,313.0,305.0,25.0
auto_humano,en_calzada,febrero,2021,256.0,257.0,10.0
auto_humano,en_calzada,marzo,2005,478.0,481.0,25.0
auto_humano,en_calzada,marzo,2006,468.0,458.0,31.0
auto_humano,en_calzada,marzo,2007,514.0,529.0,17.0
auto_humano,en_calzada,marzo,2008,547.0,546.0,29.0
auto_humano,en_calzada,marzo,2009,623.0,609.0,34.0
auto_humano,en_calzada,marzo,2010,540.0,547.0,28.0
auto_humano,en_calzada,marzo,2011,426.0,429.0,22.0
auto_humano,en_calzada,marzo,2012,344.0,351.0,15.0
auto_humano,en_calzada,marzo,2013,310.0,315.0,14.0
auto_humano,en_calzada,marzo,2014,290.0,298.0,11.0
auto_humano,en_calzada,marzo,2015,410.0,408.0,20.0
auto_humano,en_calzada,marzo,2016,336.0,337.0,10.0
auto_humano,en_calzada,marzo,2017,252.0,248.0,9.0
auto_humano,en_calzada,marzo,2018,417.0,418.0,17.0
auto_humano,en_calzada,marzo,2019,419.0,418.0,11.0
auto_humano,en_calzada,marzo,2020,228.0,219.0,13.0
auto_humano,en_calzada,marzo,2021,305.0,308.0,11.0
auto_humano,en_calzada,abril,2005,497.0,495.0,26.0
auto_humano,en_calzada,abril,2006,549.0,559.0,24.0
auto_humano,en_calzada,abril,2007,569.0,571.0,28.0
auto_humano,en_calzada,abril,2008,603.0,608.0,33.0
auto_humano,en_calzada,abril,2009,632.0,624.0,28.0
auto_humano,en_calzada,abril,2010,513.0,515.0,14.0
auto_humano,en_calzada,abril,2011,456.0,465.0,17.0
auto_humano,en_calzada,abril,2012,350.0,349.0,16.0
auto_humano,en_calzada,abril,2013,330.0,327.0,19.0
auto_humano,en_calzada,abril,2014,244.0,243.0,7.0
auto_humano,en_calzada,abril,2015,414.0,416.0,19.0
auto_humano,en_calzada,abril,2016,285.0,285.0,9.0
auto_humano,en_calzada,abril,2017,246.0,245.0,9.0
auto_humano,en_calzada,abril,2018,387.0,395.0,15.0
auto_humano,en_calzada,abril,2019,387.0,392.0,12.0
auto_humano,en_calzada,abril,2020,285.0,285.0,9.0
auto_humano,en_calzada,abril,2021,320.0,324.0,7.0
auto_humano,en_calzada,mayo,2005,518.0,530.0,20.0
auto_humano,en_calzada,mayo,2006,636.0,652.0,21.0
auto_humano,en_calzada,mayo,2007,601.0,641.0,20.0
auto_humano,en_calzada,mayo,2008,670.0,697.0,18.0
auto_humano,en_calzada,mayo,2009,614.0,630.0,29.0
auto_humano,en_calzada,mayo,2010,563.0,570.0,23.0
auto_humano,en_calzada,mayo,2011,409.0,413.0,12.0
auto_humano,en_calzada,mayo,2012,346.0,348.0,17.0
auto_humano,en_calzada,mayo,2013,282.0,279.0,10.0
auto_humano,en_calzada,mayo,2014,289.0,288.0,9.0
auto_humano,en_calzada,mayo,2015,418.0,430.0,18.0
auto_humano,en_calzada,mayo,2016,294.0,301.0,9.0
auto_humano,en_calzada,mayo,2017,258.0,251.0,16.0
auto_humano,en_calzada,mayo,2018,423.0,432.0,13.0
auto_humano,en_calzada,mayo,2019,421.0,421.0,13.0
auto_humano,en_calzada,mayo,2020,307.0,309.0,10.0
auto_humano,en_calzada,mayo,2021,290.0,293.0,9.0
auto_humano,en_calzada,junio,2005,376.0,383.0,21.0
auto_humano,en_calzada,junio,2006,494.0,495.0,20.0
auto_humano,en_calzada,junio,2007,519.0,520.0,25.0
auto_humano,en_calzada,junio,2008,648.0,649.0,29.0
auto_humano,en_calzada,junio,2009,538.0,548.0,21.0
auto_humano,en_calzada,junio,2010,483.0,496.0,15.0
auto_humano,en_calzada,junio,2011,368.0,370.0,14.0
auto_humano,en_calzada,junio,2012,309.0,314.0,12.0
auto_humano,en_calzada,junio,2013,274.0,279.0,9.0
auto_humano,en_calzada,junio,2014,230.0,231.0,7.0
auto_humano,en_calzada,junio,2015,397.0,401.0,16.0
auto_humano,en_calzada,junio,2016,256.0,250.0,13.0
auto_humano,en_calzada,junio,2017,255.0,260.0,12.0
auto_humano,en_calzada,junio,2018,379.0,382.0,11.0
auto_humano,en_calzada,junio,2019,353.0,356.0,12.0
auto_humano,en_calzada,junio,2020,333.0,338.0,14.0
auto_humano,en_calzada,junio,2021,306.0,302.0,13.0
auto_humano,en_calzada,julio,2005,393.0,391.0,18.0
auto_humano,en_calzada,julio,2006,526.0,548.0,20.0
auto_humano,en_calzada,julio,2007,551.0,586.0,27.0
auto_humano,en_calzada,julio,2008,626.0,630.0,23.0
auto_humano,en_calzada,julio,2009,614.0,637.0,17.0
auto_humano,en_calzada,julio,2010,403.0,413.0,9.0
auto_humano,en_calzada,julio,2011,359.0,361.0,12.0
auto_humano,en_calzada,julio,2012,302.0,298.0,19.0
auto_humano,en_calzada,julio,2013,256.0,261.0,12.0
auto_humano,en_calzada,julio,2014,253.0,256.0,11.0
auto_humano,en_calzada,julio,2015,314.0,323.0,7.0
auto_humano,en_calzada,julio,2016,308.0,320.0,9.0
auto_humano,en_calzada,julio,2017,240.0,236.0,13.0
auto_humano,en_calzada,julio,2018,349.0,349.0,17.0
auto_humano,en_calzada,julio,2019,364.0,366.0,10.0
auto_humano,en_calzada,julio,2020,325.0,316.0,23.0
auto_humano,en_calzada,julio,2021,294.0,296.0,7.0
auto_humano,en_calzada,agosto,2005,383.0,376.0,27.0
auto_humano,en_calzada,agosto,2006,490.0,485.0,25.0
auto_humano,en_calzada,agosto,2007,485.0,486.0,21.0
auto_humano,en_calzada,agosto,2008,544.0,551.0,28.0
auto_humano,en_calzada,agosto,2009,541.0,552.0,26.0
auto_humano,en_calzada,agosto,2010,405.0,408.0,17.0
auto_humano,en_calzada,agosto,2011,324.0,322.0,16.0
auto_humano,en_calzada,agosto,2012,296.0,300.0,11.0
auto_humano,en_calzada,agosto,2013,238.0,249.0,12.0
auto_humano,en_calzada,agosto,2014,251.0,251.0,7.0
auto_humano,en_calzada,agosto,2015,307.0,311.0,8.0
auto_humano,en_calzada,agosto,2016,279.0,282.0,15.0
auto_humano,en_calzada,agosto,2017,326.0,324.0,17.0
auto_humano,en_calzada,agosto,2018,354.0,349.0,16.0
auto_humano,en_calzada,agosto,2019,376.0,385.0,13.0
auto_humano,en_calzada,agosto,2020,309.0,314.0,14.0
auto_humano,en_calzada,agosto,2021,261.0,264.0,11.0
auto_humano,en_calzada,septiembre,2005,407.0,399.0,28.0
auto_humano,en_calzada,septiembre,2006,604.0,600.0,31.0
auto_humano,en_calzada,septiembre,2007,555.0,560.0,31.0
auto_humano,en_calzada,septiembre,2008,576.0,585.0,27.0
auto_humano,en_calzada,septiembre,2009,545.0,546.0,22.0
auto_humano,en_calzada,septiembre,2010,422.0,424.0,22.0
auto_humano,en_calzada,septiembre,2011,345.0,344.0,12.0
auto_humano,en_calzada,septiembre,2012,316.0,324.0,12.0
auto_humano,en_calzada,septiembre,2013,219.0,222.0,10.0
auto_humano,en_calzada,septiembre,2014,238.0,243.0,9.0
auto_humano,en_calzada,septiembre,2015,451.0,460.0,17.0
auto_humano,en_calzada,septiembre,2016,285.0,289.0,10.0
auto_humano,en_calzada,septiembre,2017,448.0,449.0,18.0
auto_humano,en_calzada,septiembre,2018,376.0,374.0,19.0
auto_humano,en_calzada,septiembre,2019,390.0,386.0,17.0
auto_humano,en_calzada,septiembre,2020,291.0,288.0,13.0
auto_humano,en_calzada,septiembre,2021,310.0,312.0,12.0
auto_humano,en_calzada,octubre,2005,422.0,425.0,18.0
auto_humano,en_calzada,octubre,2006,544.0,541.0,29.0
auto_humano,en_calzada,octubre,2007,580.0,587.0,27.0
auto_humano,en_calzada,octubre,2008,643.0,665.0,20.0
auto_humano,en_calzada,octubre,2009,610.0,614.0,34.0
auto_humano,en_calzada,octubre,2010,493.0,480.0,29.0
auto_humano,en_calzada,octubre,2011,382.0,392.0,23.0
auto_humano,en_calzada,octubre,2012,325.0,336.0,14.0
auto_humano,en_calzada,octubre,2013,290.0,285.0,12.0
auto_humano,en_calzada,octubre,2014,250.0,252.0,12.0
auto_humano,en_calzada,octubre,2015,407.0,404.0,19.0
auto_humano,en_calzada,octubre,2016,331.0,333.0,19.0
auto_humano,en_calzada,octubre,2017,411.0,405.0,27.0
auto_humano,en_calzada,octubre,2018,415.0,403.0,25.0
auto_humano,en_calzada,octubre,2019,444.0,443.0,15.0
auto_humano,en_calzada,octubre,2020,319.0,310.0,20.0
auto_humano,en_calzada,octubre,2021,364.0,367.0,16.0
auto_humano,en_calzada,noviembre,2005,410.0,414.0,31.0
auto_humano,en_calzada,noviembre,2006,564.0,551.0,41.0
auto_humano,en_calzada,noviembre,2007,540.0,537.0,37.0
auto_humano,en_calzada,noviembre,2008,609.0,609.0,30.0
auto_humano,en_calzada,noviembre,2009,568.0,571.0,29.0
auto_humano,en_calzada,noviembre,2010,470.0,462.0,27.0
auto_humano,en_calzada,noviembre,2011,399.0,402.0,21.0
auto_humano,en_calzada,noviembre,2012,358.0,369.0,17.0
auto_humano,en_calzada,noviembre,2013,317.0,315.0,18.0
auto_humano,en_calzada,noviembre,2014,300.0,304.0,19.0
auto_humano,en_calzada,noviembre,2015,363.0,365.0,16.0
auto_humano,en_calzada,noviembre,2016,320.0,321.0,19.0
auto_humano,en_calzada,noviembre,2017,397.0,387.0,22.0
auto_humano,en_calzada,noviembre,2018,433.0,434.0,15.0
auto_humano,en_calzada,noviembre,2019,487.0,486.0,23.0
auto_humano,en_calzada,noviembre,2020,336.0,320.0,23.0
auto_humano,en_calzada,noviembre,2021,357.0,349.0,24.0
auto_humano,en_calzada,diciembre,2005,419.0,413.0,34.0
auto_humano,en_calzada,diciembre,2006,492.0,474.0,39.0
auto_humano,en_calzada,diciembre,2007,531.0,526.0,40.0
auto_humano,en_calzada,diciembre,2008,614.0,616.0,31.0
auto_humano,en_calzada,diciembre,2009,573.0,584.0,24.0
auto_humano,en_calzada,diciembre,2010,432.0,428.0,17.0
auto_humano,en_calzada,diciembre,2011,352.0,356.0,16.0
auto_humano,en_calzada,diciembre,2012,296.0,301.0,16.0
auto_humano,en_calzada,diciembre,2013,274.0,275.0,13.0
auto_humano,en_calzada,diciembre,2014,259.0,249.0,27.0
auto_humano,en_calzada,diciembre,2015,152.0,160.0,10.0
auto_humano,en_calzada,diciembre,2016,314.0,312.0,13.0
auto_humano,en_calzada,diciembre,2017,439.0,439.0,26.0
auto_humano,en_calzada,diciembre,2018,423.0,417.0,25.0
auto_humano,en_calzada,diciembre,2019,442.0,439.0,27.0
auto_humano,en_calzada,diciembre,2020,274.0,268.0,13.0
auto_humano,en_calzada,diciembre,2021,316.0,307.0,16.0
auto_humano,en_borde_camino,total,2005,2713.0,2836.0,129.0
